q_id,query,linked_word,paragraph_text,correct_article_id,correct_title,found_rank,retrieved_article_ids,retrieved_scores
54,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 2,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",175,Episode 2,6,146|183|181|180|177|175|182|174|148|179|178|149|155|154|152|147|176|153|191|150|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.520517|0.499744|0.475013|0.438721|0.408929|0.402045|0.392595|0.387958|0.368307|0.363037|0.359461|0.347979|0.326849|0.313191|0.309128|0.271824|0.259461|0.257293|0.252679|0.230753|0.212083|0.210448|0.063556|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
55,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 3,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",176,Episode 3,16,146|183|181|180|177|182|175|174|179|148|178|149|155|154|152|176|147|153|191|150|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.513713|0.495569|0.475615|0.434303|0.421781|0.400260|0.397517|0.385257|0.369548|0.369032|0.363395|0.347139|0.338158|0.316400|0.310276|0.271027|0.264996|0.256141|0.241918|0.229435|0.216800|0.210456|0.063608|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
56,"Retrieve the correct article for the term 'Episode 5' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Episode 5,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",178,Episode 5,8,146|183|181|177|182|180|175|178|174|179|148|149|155|154|152|153|176|147|150|191|1|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.475511|0.440615|0.428484|0.401983|0.396989|0.394034|0.368862|0.368843|0.364991|0.345772|0.337521|0.323959|0.311584|0.298921|0.297844|0.238476|0.238165|0.227915|0.216647|0.214324|0.209142|0.192663|0.053820|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
57,"Retrieve the correct article for the term 'Chernobyl' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Chernobyl,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",146,Chernobyl,1,146|175|181|177|179|174|149|183|180|155|154|178|152|182|153|150|148|151|191|176|147|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.635250|0.514985|0.500383|0.486148|0.482336|0.465056|0.449793|0.445985|0.445890|0.438466|0.431096|0.426662|0.426220|0.406184|0.368863|0.341232|0.334545|0.326177|0.308410|0.307791|0.254335|0.236035|0.046185|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
58,"Retrieve the correct article for the term 'Craig Mazin' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Craig Mazin,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",147,Craig Mazin,8,146|181|177|183|148|174|180|147|182|175|179|178|149|152|155|154|153|176|191|150|151|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.444612|0.366393|0.358880|0.355498|0.348458|0.347868|0.346085|0.338305|0.320640|0.317684|0.312978|0.301839|0.297953|0.280912|0.280338|0.271152|0.224926|0.199123|0.191100|0.190944|0.175976|0.158455|0.092314|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
59,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",Johan Renck,"Episode 4 "" The Happiness of All Mankind "" Name The Happiness of All Mankind Release date May 27, 2019 Runtime 70 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Next Episode 3 Episode 5 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 4 "" (originally: "" The Happiness of All Mankind "") is the fourth episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 27, 2019 on the US pay TV channel ",148,Johan Renck,2,146|148|177|181|174|175|180|183|178|182|179|154|152|147|149|155|176|191|153|150|151|1|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.470227|0.455555|0.428533|0.418133|0.410667|0.375169|0.374042|0.366085|0.344631|0.338941|0.337786|0.336622|0.293672|0.267425|0.262447|0.255034|0.234064|0.226538|0.210650|0.190025|0.177384|0.165536|0.159280|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
60,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Johan Renck,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",148,Johan Renck,3,181|146|148|183|174|182|178|175|177|180|179|176|149|154|147|152|191|150|155|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.557232|0.544722|0.540865|0.531160|0.510077|0.506939|0.505085|0.468299|0.460943|0.458707|0.418651|0.400964|0.331710|0.329016|0.324582|0.313678|0.300118|0.264841|0.263545|0.232372|0.205706|0.181954|0.163126|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
61,"Retrieve the correct article for the term 'Craig Mazin' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Craig Mazin,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",147,Craig Mazin,10,183|146|181|182|178|174|180|148|175|147|179|177|149|176|155|152|150|191|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.527050|0.508971|0.507277|0.491652|0.464746|0.437918|0.437131|0.411581|0.406854|0.392172|0.384107|0.383520|0.377240|0.372024|0.291171|0.289116|0.270088|0.266224|0.257155|0.225292|0.215210|0.180860|0.094241|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
62,"Retrieve the correct article for the term 'Episode 4' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 4,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",177,Episode 4,9,183|181|146|182|180|178|174|175|177|179|176|149|148|155|191|152|147|150|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.633429|0.578846|0.544102|0.538461|0.494820|0.489896|0.458827|0.445679|0.431719|0.408840|0.395482|0.395124|0.381859|0.307594|0.299716|0.299163|0.293730|0.290592|0.263761|0.261384|0.217781|0.198771|0.062590|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
63,"Retrieve the correct article for the term 'Episode 1' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 1,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",174,Episode 1,8,183|181|146|182|178|180|175|174|177|179|149|148|176|155|152|191|150|154|1|147|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.654718|0.579685|0.543720|0.543457|0.497052|0.496090|0.451631|0.437551|0.414202|0.405632|0.403893|0.395859|0.389179|0.318532|0.299027|0.294752|0.293057|0.273486|0.272580|0.263793|0.216820|0.196585|0.043980|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
64,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Episode 2,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",175,Episode 2,7,183|181|182|146|180|178|175|174|176|179|177|148|149|155|191|152|147|150|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.646117|0.577939|0.548369|0.544116|0.496721|0.492157|0.461273|0.440021|0.404569|0.403931|0.403346|0.401370|0.400182|0.308967|0.302331|0.297373|0.296058|0.291830|0.269793|0.258535|0.229777|0.195551|0.049272|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
